ID	UniProt	lineage	domain	phylum	class	order	family	genus	species
D0L810|D0L810_GORB4/1-163	D0L810	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordoniabronchialis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__Gordoniabronchialis
D1A230|D1A230_THECD/1-151	D1A230	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Thermomonospora;s__Thermomonosporacurvata	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Thermomonosporaceae	g__Thermomonospora	s__Thermomonosporacurvata
D5UQ73|D5UQ73_TSUPD/1-141	D5UQ73	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Tsukamurellaceae;g__Tsukamurella;s__Tsukamurellapaurometabola	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Tsukamurellaceae	g__Tsukamurella	s__Tsukamurellapaurometabola
D6Y3P7|D6Y3P7_THEBD/1-145	D6Y3P7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermobispora;s__Thermobisporabispora	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Streptosporangiaceae	g__Thermobispora	s__Thermobisporabispora
D7DMF8|D7DMF8_METV0/1-147	D7DMF8	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylotenera;s__Methyloteneraversatilis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methylotenera	s__Methyloteneraversatilis
D8PGX7|D8PGX7_9BACT/1-153	D8PGX7	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
E6SMS0|E6SMS0_THEM7/1-177	E6SMS0	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__ClostridialesFamilyXVII.IncertaeSedis;g__Thermaerobacter;s__Thermaerobactermarianensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__ClostridialesFamilyXVII.IncertaeSedis	g__Thermaerobacter	s__Thermaerobactermarianensis
F4CVA6|F4CVA6_PSEUX/1-157	F4CVA6	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardiadioxanivorans	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__Pseudonocardiadioxanivorans
F6EK82|F6EK82_HOYSD/1-144	F6EK82	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Hoyosellaceae;g__Hoyosella;s__Hoyosellasubflava	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Hoyosellaceae	g__Hoyosella	s__Hoyosellasubflava
F6IEW3|F6IEW3_9SPHN/1-156	F6IEW3	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
F8F663|F8F663_PAEMK/1-174	F8F663	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillusmucilaginosus	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillusmucilaginosus
G2KN25|G2KN25_MICAA/1-147	G2KN25	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Micavibrio;s__Micavibrioaeruginosavorus	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Pseudobdellovibrionaceae	g__Micavibrio	s__Micavibrioaeruginosavorus
H6RUX3|H6RUX3_BLASD/1-144	H6RUX3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus;s__Blastococcussaxobsidens	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcussaxobsidens
I2KA11|I2KA11_9BACT/1-159	I2KA11	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__
J2HS48|J2HS48_9BACL/1-146	J2HS48	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	s__
J7L5T0|J7L5T0_NOCAA/1-149	J7L5T0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis;s__Nocardiopsisalba	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Nocardiopsaceae	g__Nocardiopsis	s__Nocardiopsisalba
J7QNC6|J7QNC6_METSZ/1-154	J7QNC6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Methylocystis;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylocystaceae	g__Methylocystis	s__
J9SBN1|J9SBN1_9ACTN/1-160	J9SBN1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
J9SRC5|J9SRC5_9ACTN/1-164	J9SRC5	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__
K0EVD4|K0EVD4_NOCBR/1-169	K0EVD4	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardiabrasiliensis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiabrasiliensis
K1ZQH5|K1ZQH5_9BACT/1-143	K1ZQH5	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
K9QQP4|K9QQP4_NOSS7/1-150	K9QQP4	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Nostocaceae;g__Nostoc;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Nostocales	f__Nostocaceae	g__Nostoc	s__
K9ZMF4|K9ZMF4_ANACC/1-151	K9ZMF4	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Nostocales;f__Nostocaceae;g__Anabaena;s__Anabaenacylindrica	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Nostocales	f__Nostocaceae	g__Anabaena	s__Anabaenacylindrica
M1YVY1|M1YVY1_NITG3/3-139	M1YVY1	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospinagracilis	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitrospina	s__Nitrospinagracilis
Q0APZ6|Q0APZ6_MARMM/1-134	Q0APZ6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Maricaulales;f__Maricaulaceae;g__Maricaulis;s__Maricaulismaris	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Maricaulales	f__Maricaulaceae	g__Maricaulis	s__Maricaulismaris
Q0RKE7|Q0RKE7_FRAAA/19-222	Q0RKE7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankiaalni	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Frankiales	f__Frankiaceae	g__Frankia	s__Frankiaalni
Q1GQM5|Q1GQM5_SPHAL/1-157	Q1GQM5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxisalaskensis	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxisalaskensis
Q2T6P2|Q2T6P2_BURTA/7-168	Q2T6P2	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderiathailandensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderiathailandensis
Q473B9|Q473B9_CUPPJ/4-157	Q473B9	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriaviduspinatubonensis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriaviduspinatubonensis
Q47PM6|Q47PM6_THEFY/1-143	Q47PM6	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida;s__Thermobifidafusca	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Nocardiopsaceae	g__Thermobifida	s__Thermobifidafusca
Q605L5|Q605L5_METCA/1-151	Q605L5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus;s__Methylococcuscapsulatus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylococcus	s__Methylococcuscapsulatus
Q7NPQ4|Q7NPQ4_GLOVI/1-157	Q7NPQ4	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Gloeobacterales;f__Gloeobacteraceae;g__Gloeobacter;s__Gloeobacterviolaceus	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Gloeobacterales	f__Gloeobacteraceae	g__Gloeobacter	s__Gloeobacterviolaceus
Q8ETD5|Q8ETD5_OCEIH/1-132	Q8ETD5	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;s__Oceanobacillusiheyensis	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	s__Oceanobacillusiheyensis
Q9L222|Q9L222_STRCO/1-152	Q9L222	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomycescoelicolor	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycescoelicolor
R4USM4|R4USM4_9MYCO/1-147	R4USM4	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroidesabscessus	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacteroides	s__Mycobacteroidesabscessus
S4Y5X9|S4Y5X9_SORCE/1-157	S4Y5X9	d__Bacteria;p__Myxococcota;c__;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangiumcellulosum	d__Bacteria	p__Myxococcota	c__	o__Polyangiales	f__Polyangiaceae	g__Sorangium	s__Sorangiumcellulosum
T1RYN8|T1RYN8_9BACI/1-134	T1RYN8	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__	s__
U5QH68|U5QH68_9CYAN/1-148	U5QH68	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Gloeobacterales;f__Gloeobacteraceae;g__Gloeobacter;s__Gloeobacterkilaueensis	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Gloeobacterales	f__Gloeobacteraceae	g__Gloeobacter	s__Gloeobacterkilaueensis
W4M6J7|W4M6J7_9BACT/3-153	W4M6J7	d__Bacteria;p__CandidatusTectimicrobiota;c__CandidatusEntotheonellia;o__CandidatusEntotheonellales;f__CandidatusEntotheonellaceae;g__CandidatusEntotheonella;s__	d__Bacteria	p__CandidatusTectimicrobiota	c__CandidatusEntotheonellia	o__CandidatusEntotheonellales	f__CandidatusEntotheonellaceae	g__CandidatusEntotheonella	s__
W5W9W3|W5W9W3_9PSEU/1-156	W5W9W3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Kutzneria;s__Kutzneriaalbida	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Kutzneria	s__Kutzneriaalbida
W5WCS6|W5WCS6_9PSEU/1-153	W5WCS6	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Kutzneria;s__Kutzneriaalbida	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Kutzneria	s__Kutzneriaalbida
X5M882|X5M882_9HYPH/1-170	X5M882	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Parvibaculaceae;g__CandidatusPhaeomarinobacter;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Parvibaculaceae	g__CandidatusPhaeomarinobacter	s__
